,MoB,MoG,MoR,MeB,MeG,MeR,sdtB,stdG,stdR,MoB2,MoG2,MoR2,MeB2,MeG2,MeR2,sdtB2,stdG2,stdR2,hu1,hu2,hu3,hu4,hu5,hu6,hu7,Ncont,MinArea,MaxArea,ContConv,MinPer,MaxPeri,type,var2,var3,var
25,9.0,47.0,23.0,14.488711486196342,51.75463792320296,30.00580571831893,10.82376332341858,15.370267641350438,13.536215008195777,35.0,119.0,113.0,40.99189349956679,120.15945495312623,113.04508306043999,13.965163597453248,2.2281200713085045,3.7094790694508633,0.002105857692788615,3.451662697347554e-07,4.5202963477790125e-10,4.433798451612686e-10,-1.9748184518763863e-19,-1.2770985854569884e-13,-2.0019672625862046e-20,26.0,1171.0,1.0,2.0,37.071067690849304,14830.572309732437,1.0,,,
26,10.0,48.0,26.0,16.511602519425345,56.119641275833445,33.03436340510651,10.994781269638102,13.379100616781784,13.679443816172036,37.0,119.0,112.0,44.676351917207256,119.70351597380004,112.10642251953627,12.868154832199318,1.8375440685583133,3.863028239942325,0.0013251119271014203,5.3261512102498136e-09,3.7132509368488664e-11,5.5448580689995016e-11,2.0482778059391972e-21,5.60006814685984e-16,1.4611218680218265e-21,9.0,1474.5,5.5,0.0,344.55129647254944,16960.105469942093,1.0,,,
27,14.0,58.0,24.0,15.163184479647462,57.71951979207232,32.122940778100435,9.924523270475605,15.118745221143815,13.06564601150817,35.0,117.0,110.0,45.218467341202995,118.64182272498623,111.0285603923764,13.541250269724209,2.0689799123361023,4.2298131510603465,0.0018867343971461466,2.944747728664651e-07,2.355899841407326e-10,2.0517943611254627e-10,-4.2781151127768635e-20,-8.50941440376688e-14,-1.4308897559921686e-20,10.0,1967.0,16.5,0.0,59.31370830535889,18657.624386191368,1.0,,,
28,13.0,57.0,31.0,15.185237867376348,61.875455840549215,36.49567265568498,9.68630856189742,14.058089905176807,12.904498535286242,44.0,118.0,111.0,48.96340930493739,119.11686233123794,108.94303604554364,12.72721032641728,2.017949153330415,4.785632725524987,0.0016327936355354936,1.4471328560465715e-07,1.435909371452813e-09,1.1338837173713848e-10,-2.945243751175924e-20,-2.935564110524663e-14,-3.501227341161136e-20,11.0,1714.0,2.0,2.0,41.071067690849304,16442.16677594185,1.0,,,
29,19.0,78.0,44.0,21.972798198516273,79.69299384722694,46.973777303199526,10.6716213503931,11.537404154129925,12.633068232684876,61.0,115.0,104.0,63.32966075788041,116.30246369261107,104.67572604013726,11.340839463530731,2.113521795076916,3.594127375714253,0.001394151194180984,3.5135102694952744e-08,7.354084811732086e-11,7.499442629504695e-11,5.018443540458549e-21,-1.1435539018619825e-14,2.4152335843160765e-21,13.0,2186.0,5.5,3.0,9.071067690849304,20249.2919986248,1.0,,,
30,5.0,56.0,26.0,12.18851113365473,65.83267049110175,34.783699766883025,13.409715384326569,14.161094885355899,14.141881415855899,41.0,116.0,107.0,50.424600873216086,116.80320318882475,106.41646960950662,13.658776971980714,1.8893858095416571,4.120903696222535,0.0019193992402927128,6.213925669053072e-08,1.333278352422937e-09,2.2721805063875623e-10,-1.2488989480810215e-19,-5.561017776563249e-14,6.5549051306849664e-21,1.0,18010.0,1.0,2.0,2747.0,2747.0,0.0,46134.581617474556,46134.581617474556,1.0
31,3.0,67.0,31.0,9.839018376137872,75.88992621558965,38.392061841244384,13.176399532526986,13.533118908678958,13.787268021562143,49.0,114.0,98.0,57.13053297985394,114.60498526959107,101.31048298344672,13.128685883502753,2.1730941569092503,3.9041548943709743,0.0017335608114274585,5.4714704541855336e-08,4.809786674108676e-10,2.033053093967241e-10,2.5391742683076285e-20,-2.2437937079825954e-14,-5.828407109842032e-20,6.0,2294.5,12.0,0.0,782.724956870079,30594.987664937973,1.0,,,
32,14.0,58.0,31.0,17.00443131351374,60.917565849964845,33.806304499372,9.773628169419283,11.713252406662022,10.646994131217882,45.0,117.0,110.0,47.79255458200372,118.00236101345544,110.6092909597899,10.85230993003958,1.8620574625250101,2.9871650498070204,0.0021035135715488694,7.123882437148288e-07,2.0028184730466207e-09,2.864071881304673e-10,-2.167716154199187e-19,-1.0089939750879931e-13,-7.982353724819246e-21,7.0,674.5,140.0,0.0,726.856992483139,13563.429834842682,1.0,,,
33,10.0,48.0,26.0,16.533443749570477,55.82679770004352,33.02530272833482,10.993736088122837,13.443368809129465,13.750239406328383,37.0,119.0,113.0,44.50833711314228,119.82002611504363,112.21209722126773,12.917025133858449,1.8692170307943365,3.93250764777069,0.0013297795894813024,8.38307503679625e-09,4.9410545934135555e-11,5.524904564143382e-11,2.0446356097420154e-21,3.3625518492789076e-16,2.037725072426392e-21,9.0,1779.5,5.0,0.0,343.1370825767517,19133.59945487976,1.0,,,
34,4.0,85.0,31.0,8.860187953492888,76.0737704875933,40.77342035397549,11.117137801572614,14.491193884129729,13.941277832928819,47.0,115.0,103.0,57.86480949125591,115.82063934182894,100.3431504629499,13.29288015604038,2.654437205332719,5.057832752050159,0.001416644695501738,1.1606121888340256e-08,1.5506675305699974e-10,2.875209635668032e-11,-1.5465248888828123e-22,2.4920134580027507e-15,1.9135945729950397e-21,8.0,1550.5,64.0,0.0,1253.3981819152832,25256.019931435585,1.0,,,
35,11.0,49.0,26.0,14.755029356825164,53.23238311811365,30.85530915037988,10.075941695790187,11.673605694229222,11.329750396189155,38.0,119.0,112.0,42.145521312561414,119.97595638596542,112.55562827746222,11.076919669643802,1.8575852204344157,2.8304390558930854,0.0015199826334443022,2.1005509210251437e-08,2.3303766915605555e-10,4.6040931209154134e-11,-8.691891669592257e-22,-4.167663054450675e-15,4.689143752919221e-21,13.0,604.5,1.0,1.0,8.828427076339722,15777.256175398827,1.0,,,
36,14.0,52.0,27.0,16.80391966753264,57.313113483904914,32.04699789100341,9.610439151363778,11.448388598747517,11.043677565623678,40.0,118.0,111.0,45.12521224626782,118.67276742615404,112.02087285112307,10.812770052333759,1.9273354750681524,2.7909625224465913,0.0018847314424490897,1.9920697064201732e-08,6.728608443886722e-10,1.5784543112378418e-10,1.423010304509358e-20,-1.79839262578017e-14,-4.943375232656994e-20,8.0,1202.5,45.0,0.0,114.04163014888763,14406.1631565094,1.0,,,
37,21.0,83.0,48.0,26.188765404397248,85.59984528218953,54.21824011485425,12.17352903465609,13.552722247453639,16.006329937042604,65.0,115.0,103.0,69.44007357159016,117.10583149765274,103.6193052626632,13.707841423171471,2.9670791226388906,3.751576125507857,0.0012953965748424296,2.4968744460191565e-08,3.195016079178864e-11,1.0313908711795287e-11,1.2893017989277415e-22,1.2975980882058137e-15,-1.357624312392192e-22,237.0,527811.0,0.5,32.0,2.0,12481.546368598938,1.0,,,
38,16.0,66.0,36.0,20.76494811630086,69.67411402554411,42.56688958899448,10.724216716367632,12.986841340720078,14.667952783798382,51.0,117.0,108.0,55.98428887433678,118.37760936076901,108.1153263280066,12.870989659656358,2.6672163282986436,3.4308058718059478,0.0012714783910296934,1.1621442588334375e-08,2.931750472385246e-11,7.209309308535247e-12,5.646550521072695e-23,7.604307142713318e-16,-8.829975669671463e-23,144.0,488296.0,0.5,21.0,2.0,11623.58678662777,1.0,,,
